chrom	start	end	mean_value
chr4	66500000	68500000	42.25
chr4	100500000	102500000	42.25
chr4	109500000	111500000	42.25
chr4	130500000	132500000	42.25
chr4	162000000	164000000	42.25
chr4	178500000	180500000	42.25
chr5	116000000	118000000	42.25
chr5	136000000	138000000	42.25
chr5	168000000	170000000	42.25
chr5	168500000	170500000	42.25
chr5	178000000	180000000	42.25
chr6	12000000	14000000	42.25
chr6	19500000	21500000	42.25
chr6	43500000	45500000	42.25
chr6	69500000	71500000	42.25
chr6	83000000	85000000	42.25
chr6	100000000	102000000	42.25
chr6	104500000	106500000	42.25
chr6	107500000	109500000	42.25
chr6	119000000	121000000	42.25
chr6	142000000	144000000	42.25
chr7	5000000	7000000	42.25
chr7	21500000	23500000	42.25
chr7	30500000	32500000	42.25
chr7	71500000	73500000	42.25
chr7	86500000	88500000	42.25
chr7	95000000	97000000	42.25
chr7	111500000	113500000	42.25
chr7	153000000	155000000	42.25
chr8	26500000	28500000	42.25
chr8	60500000	62500000	42.25
chr8	71500000	73500000	42.25
chr8	108000000	110000000	42.25
chr9	73500000	75500000	42.25
chr9	110000000	112000000	42.25
chr10	21500000	23500000	42.25
chr10	57500000	59500000	42.25
chr10	80500000	82500000	42.25
chr11	23000000	25000000	42.25
chr11	26000000	28000000	42.25
chr11	28500000	30500000	42.25
chr11	42500000	44500000	42.25
chr11	81500000	83500000	42.25
chr11	115000000	117000000	42.25
chr12	1000000	3000000	42.25
chr12	15000000	17000000	42.25
chr13	22500000	24500000	42.25
chr13	81000000	83000000	42.25
chr13	92500000	94500000	42.25
chr14	97000000	99000000	42.25
chr15	37500000	39500000	42.25
chr16	55000000	57000000	42.25
chr16	62000000	64000000	42.25
chr16	75000000	77000000	42.25
chr17	57500000	59500000	42.25
chr18	4000000	6000000	42.25
chr18	8500000	10500000	42.25
chr18	10500000	12500000	42.25
chr18	23500000	25500000	42.25
chr18	35000000	37000000	42.25
chr18	36000000	38000000	42.25
chr18	52000000	54000000	42.25
chr18	78500000	80373285	42.25
chr19	34500000	36500000	42.25
chr19	39000000	41000000	42.25
chr20	4000000	6000000	42.25
chr20	18500000	20500000	42.25
chr20	55500000	57500000	42.25
chr21	19500000	21500000	42.25
chr21	23500000	25500000	42.25
chr21	24000000	26000000	42.25
chr21	25000000	27000000	42.25
chrX	31000000	33000000	42.25
chrX	83000000	85000000	42.25
chrX	84500000	86500000	42.25
chrX	122500000	124500000	42.25
chr1	4000000	6000000	42
chr1	7500000	9500000	42
chr1	14500000	16500000	42
chr1	36500000	38500000	42
chr1	55000000	57000000	42
chr1	80000000	82000000	42
chr1	155500000	157500000	42
chr1	206000000	208000000	42
chr1	224500000	226500000	42
chr2	5500000	7500000	42
chr2	14000000	16000000	42
chr2	46000000	48000000	42
chr2	112500000	114500000	42
chr2	115500000	117500000	42
chr2	137000000	139000000	42
chr2	155500000	157500000	42
chr3	8000000	10000000	42
chr3	21000000	23000000	42
chr3	71500000	73500000	42
chr3	81000000	83000000	42
chr3	131000000	133000000	42
chr3	143500000	145500000	42
chr4	7000000	9000000	42
chr4	25500000	27500000	42
chr4	75000000	77000000	42
chr4	87500000	89500000	42
chr4	97000000	99000000	42
chr4	132000000	134000000	42
chr4	180500000	182500000	42
chr5	5000000	7000000	42
chr5	25000000	27000000	42
chr5	28500000	30500000	42
chr5	78000000	80000000	42
chr5	104500000	106500000	42
chr5	122500000	124500000	42
chr5	141500000	143500000	42
chr5	153500000	155500000	42
chr6	0	2000000	42
chr6	5500000	7500000	42
chr6	21500000	23500000	42
chr6	44000000	46000000	42
chr6	47000000	49000000	42
chr6	103500000	105500000	42
chr6	107000000	109000000	42
chr6	127000000	129000000	42
chr6	152000000	154000000	42
chr6	153500000	155500000	42
chr7	7000000	9000000	42
chr7	88000000	90000000	42
chr7	95500000	97500000	42
chr7	127500000	129500000	42
chr7	148500000	150500000	42
chr7	149000000	151000000	42
chr7	157000000	159000000	42
chr8	61500000	63500000	42
chr8	94500000	96500000	42
chr8	120500000	122500000	42
chr8	129500000	131500000	42
chr8	132500000	134500000	42
chr9	3000000	5000000	42
chr9	41000000	43000000	42
chr9	70000000	72000000	42
chr9	135500000	137500000	42
chr10	31000000	33000000	42
chr10	58500000	60500000	42
chr10	78000000	80000000	42
chr10	81000000	83000000	42
chr10	86500000	88500000	42
chr10	87000000	89000000	42
chr10	90500000	92500000	42
chr11	25000000	27000000	42
chr11	113000000	115000000	42
chr12	1500000	3500000	42
chr12	6000000	8000000	42
chr12	21000000	23000000	42
chr12	66500000	68500000	42
chr12	70000000	72000000	42
chr12	115500000	117500000	42
chr12	127000000	129000000	42
chr13	18500000	20500000	42
chr13	22000000	24000000	42
chr13	60500000	62500000	42
chr13	84500000	86500000	42
chr13	89000000	91000000	42
chr14	98500000	100500000	42
chr15	38000000	40000000	42
chr15	49500000	51500000	42
chr16	51500000	53500000	42
chr16	53500000	55500000	42
chr16	61000000	63000000	42
chr17	2000000	4000000	42
chr17	47500000	49500000	42
chr17	50000000	52000000	42
chr18	75000000	77000000	42
chr20	29000000	31000000	42
chr20	50000000	52000000	42
chr20	61000000	63000000	42
chr21	13500000	15500000	42
chr21	18500000	20500000	42
chr22	18500000	20500000	42
chr22	23000000	25000000	42
chr22	29000000	31000000	42
chr22	46000000	48000000	42
chrX	88000000	90000000	42
chrX	127500000	129500000	42
chr1	31000000	33000000	41.75
chr1	66000000	68000000	41.75
chr1	67000000	69000000	41.75
chr1	68000000	70000000	41.75
chr1	69000000	71000000	41.75
chr1	75500000	77500000	41.75
chr1	80500000	82500000	41.75
chr1	87500000	89500000	41.75
chr1	107500000	109500000	41.75
chr1	203000000	205000000	41.75
chr1	227000000	229000000	41.75
chr2	7000000	9000000	41.75
chr2	32500000	34500000	41.75
chr2	72000000	74000000	41.75
chr2	153000000	155000000	41.75
chr2	169000000	171000000	41.75
chr2	170500000	172500000	41.75
chr2	198500000	200500000	41.75
chr2	206000000	208000000	41.75
chr2	224500000	226500000	41.75
chr3	4000000	6000000	41.75
chr3	5500000	7500000	41.75
chr3	6500000	8500000	41.75
chr3	22500000	24500000	41.75
chr3	35500000	37500000	41.75
chr3	36000000	38000000	41.75
chr3	40500000	42500000	41.75
chr3	61500000	63500000	41.75
chr3	64500000	66500000	41.75
chr3	70000000	72000000	41.75
chr3	107500000	109500000	41.75
chr3	113000000	115000000	41.75
chr3	131500000	133500000	41.75
chr3	134000000	136000000	41.75
chr3	161000000	163000000	41.75
chr3	190500000	192500000	41.75
chr4	4000000	6000000	41.75
chr4	6500000	8500000	41.75
chr4	38500000	40500000	41.75
chr4	39500000	41500000	41.75
chr4	101500000	103500000	41.75
chr4	137500000	139500000	41.75
chr4	181500000	183500000	41.75
chr4	185000000	187000000	41.75
chr5	77500000	79500000	41.75
chr5	83500000	85500000	41.75
chr5	105000000	107000000	41.75
chr5	119500000	121500000	41.75
chr5	127500000	129500000	41.75
chr5	152500000	154500000	41.75
chr5	165500000	167500000	41.75
chr5	179000000	181000000	41.75
chr6	2500000	4500000	41.75
chr6	20000000	22000000	41.75
chr6	48000000	50000000	41.75
chr6	63500000	65500000	41.75
chr6	87000000	89000000	41.75
chr6	102500000	104500000	41.75
chr6	133500000	135500000	41.75
chr6	166500000	168500000	41.75
chr7	8500000	10500000	41.75
chr7	10500000	12500000	41.75
chr7	29000000	31000000	41.75
chr7	33000000	35000000	41.75
chr7	34000000	36000000	41.75
chr7	35000000	37000000	41.75
chr7	47000000	49000000	41.75
chr7	52500000	54500000	41.75
chr7	91000000	93000000	41.75
chr7	91500000	93500000	41.75
chr7	109000000	111000000	41.75
chr7	124000000	126000000	41.75
chr7	134500000	136500000	41.75
chr7	155000000	157000000	41.75
chr8	1500000	3500000	41.75
chr8	18500000	20500000	41.75
chr8	21000000	23000000	41.75
chr8	117500000	119500000	41.75
chr8	130000000	132000000	41.75
chr9	4000000	6000000	41.75
chr9	21000000	23000000	41.75
chr9	33000000	35000000	41.75
chr9	78500000	80500000	41.75
chr10	13500000	15500000	41.75
chr10	37000000	39000000	41.75
chr10	50500000	52500000	41.75
chr10	53500000	55500000	41.75
chr10	54000000	56000000	41.75
chr10	58000000	60000000	41.75
chr10	95000000	97000000	41.75
chr10	97000000	99000000	41.75
chr11	3000000	5000000	41.75
chr11	36500000	38500000	41.75
chr11	39000000	41000000	41.75
chr11	67500000	69500000	41.75
chr11	68000000	70000000	41.75
chr11	100500000	102500000	41.75
chr11	112000000	114000000	41.75
chr12	54500000	56500000	41.75
chr12	97500000	99500000	41.75
chr12	99500000	101500000	41.75
chr12	118500000	120500000	41.75
chr12	123500000	125500000	41.75
chr12	126500000	128500000	41.75
chr12	128000000	130000000	41.75
chr13	40500000	42500000	41.75
chr13	49000000	51000000	41.75
chr13	83500000	85500000	41.75
chr13	109000000	111000000	41.75
chr13	109500000	111500000	41.75
chr15	88000000	90000000	41.75
chr16	17000000	19000000	41.75
chr16	17500000	19500000	41.75
chr16	65000000	67000000	41.75
chr16	79000000	81000000	41.75
chr17	70500000	72500000	41.75
chr19	10000000	12000000	41.75
chr20	11500000	13500000	41.75
chr20	29500000	31500000	41.75
chr20	54000000	56000000	41.75
chr21	13000000	15000000	41.75
chr21	14000000	16000000	41.75
chr21	17500000	19500000	41.75
chr21	36000000	38000000	41.75
chr22	24000000	26000000	41.75
chr22	27000000	29000000	41.75
chr22	34500000	36500000	41.75
chrX	66000000	68000000	41.75
chr1	53000000	55000000	41.5
chr1	74500000	76500000	41.5
chr1	112000000	114000000	41.5
chr1	159500000	161500000	41.5
chr1	178500000	180500000	41.5
chr1	219500000	221500000	41.5
chr1	235000000	237000000	41.5
chr1	240500000	242500000	41.5
chr2	6000000	8000000	41.5
chr2	23000000	25000000	41.5
chr2	24000000	26000000	41.5
chr2	39500000	41500000	41.5
chr2	45500000	47500000	41.5
chr2	69000000	71000000	41.5
chr2	168500000	170500000	41.5
chr2	170000000	172000000	41.5
chr2	178500000	180500000	41.5
chr2	186000000	188000000	41.5
chr2	214500000	216500000	41.5
chr2	224000000	226000000	41.5
chr2	226500000	228500000	41.5
chr2	232000000	234000000	41.5
chr3	39500000	41500000	41.5
chr3	40000000	42000000	41.5
chr3	71000000	73000000	41.5
chr3	98000000	100000000	41.5
chr3	103500000	105500000	41.5
chr3	132000000	134000000	41.5
chr3	146500000	148500000	41.5
chr3	165000000	167000000	41.5
chr3	174000000	176000000	41.5
chr3	188000000	190000000	41.5
chr4	2500000	4500000	41.5
chr4	10500000	12500000	41.5
chr4	38000000	40000000	41.5
chr4	103500000	105500000	41.5
chr4	112000000	114000000	41.5
chr4	145000000	147000000	41.5
chr4	163500000	165500000	41.5
chr4	173500000	175500000	41.5
chr5	10000000	12000000	41.5
chr5	34500000	36500000	41.5
chr5	53500000	55500000	41.5
chr5	95500000	97500000	41.5
chr5	122000000	124000000	41.5
chr5	154000000	156000000	41.5
chr5	159500000	161500000	41.5
chr5	163000000	165000000	41.5
chr5	169000000	171000000	41.5
chr5	173500000	175500000	41.5
chr6	11000000	13000000	41.5
chr6	24000000	26000000	41.5
chr6	92500000	94500000	41.5
chr6	128500000	130500000	41.5
chr7	1000000	3000000	41.5
chr7	5500000	7500000	41.5
chr7	7500000	9500000	41.5
chr7	17000000	19000000	41.5
chr7	34500000	36500000	41.5
chr7	71000000	73000000	41.5
chr7	128500000	130500000	41.5
chr7	137500000	139500000	41.5
chr8	0	2000000	41.5
chr8	23000000	25000000	41.5
chr8	61000000	63000000	41.5
chr8	94000000	96000000	41.5
chr8	128000000	130000000	41.5
chr8	137500000	139500000	41.5
chr9	72500000	74500000	41.5
chr9	103500000	105500000	41.5
chr9	117500000	119500000	41.5
chr9	121000000	123000000	41.5
chr10	8000000	10000000	41.5
chr10	51000000	53000000	41.5
chr10	62000000	64000000	41.5
chr10	88500000	90500000	41.5
chr10	92500000	94500000	41.5
chr10	129000000	131000000	41.5
chr10	130000000	132000000	41.5
chr11	13000000	15000000	41.5
chr11	19500000	21500000	41.5
chr11	22500000	24500000	41.5
chr11	41000000	43000000	41.5
chr11	83500000	85500000	41.5
chr11	93500000	95500000	41.5
chr11	111500000	113500000	41.5
chr11	113500000	115500000	41.5
chr12	29500000	31500000	41.5
chr12	70500000	72500000	41.5
chr12	86500000	88500000	41.5
chr12	103000000	105000000	41.5
chr13	21000000	23000000	41.5
chr13	34000000	36000000	41.5
chr13	38000000	40000000	41.5
chr13	39000000	41000000	41.5
chr13	71000000	73000000	41.5
chr13	93000000	95000000	41.5
chr13	97000000	99000000	41.5
chr13	99000000	101000000	41.5
chr13	105000000	107000000	41.5
chr14	22500000	24500000	41.5
chr14	27000000	29000000	41.5
chr14	33500000	35500000	41.5
chr14	36000000	38000000	41.5
chr14	43000000	45000000	41.5
chr14	43500000	45500000	41.5
chr14	73500000	75500000	41.5
chr14	90500000	92500000	41.5
chr14	94500000	96500000	41.5
chr14	102500000	104500000	41.5
chr16	2500000	4500000	41.5
chr16	16500000	18500000	41.5
chr16	56500000	58500000	41.5
chr17	13000000	15000000	41.5
chr17	50500000	52500000	41.5
chr18	9000000	11000000	41.5
chr18	9500000	11500000	41.5
chr18	12500000	14500000	41.5
chr18	21000000	23000000	41.5
chr18	38500000	40500000	41.5
chr18	60500000	62500000	41.5
chr18	74500000	76500000	41.5
chr19	35000000	37000000	41.5
chr20	8000000	10000000	41.5
chr20	13500000	15500000	41.5
chr20	62500000	64444167	41.5
chr21	23000000	25000000	41.5
chr21	34500000	36500000	41.5
chr21	44000000	46000000	41.5
chr22	37500000	39500000	41.5
chrX	12500000	14500000	41.5
chrX	77500000	79500000	41.5
chrX	91000000	93000000	41.5
chrX	122000000	124000000	41.5
chrX	123000000	125000000	41.5
chrX	137500000	139500000	41.5
chrX	143000000	145000000	41.5
chr1	7000000	9000000	41.25
chr1	27500000	29500000	41.25
chr1	33000000	35000000	41.25
chr1	73500000	75500000	41.25
chr1	75000000	77000000	41.25
chr1	108000000	110000000	41.25
chr1	109000000	111000000	41.25
chr1	114000000	116000000	41.25
chr1	206500000	208500000	41.25
chr1	216000000	218000000	41.25
chr1	242500000	244500000	41.25
chr2	19500000	21500000	41.25
chr2	85000000	87000000	41.25
chr2	122000000	124000000	41.25
chr2	136500000	138500000	41.25
chr2	147000000	149000000	41.25
chr2	167500000	169500000	41.25
chr2	204000000	206000000	41.25
chr3	25000000	27000000	41.25
chr3	45000000	47000000	41.25
chr3	62000000	64000000	41.25
chr3	68000000	70000000	41.25
chr3	75000000	77000000	41.25
chr3	83500000	85500000	41.25
chr3	84500000	86500000	41.25
chr3	169500000	171500000	41.25
chr3	189500000	191500000	41.25
chr4	27000000	29000000	41.25
chr4	52000000	54000000	41.25
chr4	52500000	54500000	41.25
chr4	54500000	56500000	41.25
chr4	101000000	103000000	41.25
chr4	134000000	136000000	41.25
chr4	135500000	137500000	41.25
chr4	176500000	178500000	41.25
chr4	185500000	187500000	41.25
chr5	40500000	42500000	41.25
chr5	66500000	68500000	41.25
chr5	160000000	162000000	41.25
chr6	3500000	5500000	41.25
chr6	83500000	85500000	41.25
chr6	84000000	86000000	41.25
chr6	86500000	88500000	41.25
chr6	131000000	133000000	41.25
chr7	38000000	40000000	41.25
chr7	51500000	53500000	41.25
chr7	52000000	54000000	41.25
chr7	85000000	87000000	41.25
chr7	123000000	125000000	41.25
chr7	153500000	155500000	41.25
chr7	154000000	156000000	41.25
chr8	2000000	4000000	41.25
chr8	24500000	26500000	41.25
chr8	34500000	36500000	41.25
chr8	49000000	51000000	41.25
chr8	74500000	76500000	41.25
chr8	92500000	94500000	41.25
chr8	114000000	116000000	41.25
chr8	118000000	120000000	41.25
chr8	118500000	120500000	41.25
chr8	143000000	145000000	41.25
chr9	3500000	5500000	41.25
chr9	10000000	12000000	41.25
chr9	25500000	27500000	41.25
chr9	84500000	86500000	41.25
chr9	94500000	96500000	41.25
chr10	17500000	19500000	41.25
chr10	33000000	35000000	41.25
chr10	86000000	88000000	41.25
chr10	101000000	103000000	41.25
chr10	104500000	106500000	41.25
chr10	123500000	125500000	41.25
chr10	131500000	133500000	41.25
chr11	18000000	20000000	41.25
chr11	79000000	81000000	41.25
chr11	92500000	94500000	41.25
chr12	44500000	46500000	41.25
chr12	47000000	49000000	41.25
chr12	54000000	56000000	41.25
chr12	86000000	88000000	41.25
chr12	100000000	102000000	41.25
chr12	115000000	117000000	41.25
chr12	116500000	118500000	41.25
chr12	123000000	125000000	41.25
chr12	125500000	127500000	41.25
chr12	127500000	129500000	41.25
chr13	78000000	80000000	41.25
chr13	78500000	80500000	41.25
chr13	93500000	95500000	41.25
chr13	95500000	97500000	41.25
chr13	104000000	106000000	41.25
chr14	41500000	43500000	41.25
chr14	42000000	44000000	41.25
chr14	48000000	50000000	41.25
chr14	68500000	70500000	41.25
chr15	89000000	91000000	41.25
chr16	4000000	6000000	41.25
chr16	4500000	6500000	41.25
chr16	12000000	14000000	41.25
chr16	12500000	14500000	41.25
chr16	49000000	51000000	41.25
chr16	60000000	62000000	41.25
chr16	75500000	77500000	41.25
chr17	12500000	14500000	41.25
chr17	72500000	74500000	41.25
chr17	75000000	77000000	41.25
chr18	1000000	3000000	41.25
chr18	5000000	7000000	41.25
chr18	12000000	14000000	41.25
chr18	41500000	43500000	41.25
chr18	46500000	48500000	41.25
chr18	61000000	63000000	41.25
chr19	13000000	15000000	41.25
chr19	40000000	42000000	41.25
chr20	0	2000000	41.25
chr20	4500000	6500000	41.25
chr20	39000000	41000000	41.25
chr20	42000000	44000000	41.25
chr20	44500000	46500000	41.25
chr20	45500000	47500000	41.25
chr20	51500000	53500000	41.25
chr20	52000000	54000000	41.25
chr21	37000000	39000000	41.25
chr21	38000000	40000000	41.25
chrX	145000000	147000000	41.25
chr1	9000000	11000000	41
chr1	24500000	26500000	41
chr1	30500000	32500000	41
chr1	82000000	84000000	41
chr1	109500000	111500000	41
chr1	163000000	165000000	41
chr1	211000000	213000000	41
chr1	211500000	213500000	41
chr1	220000000	222000000	41
chr1	245000000	247000000	41
chr1	245500000	247500000	41
chr2	20000000	22000000	41
chr2	45000000	47000000	41
chr2	64000000	66000000	41
chr2	68500000	70500000	41
chr2	75000000	77000000	41
chr2	106000000	108000000	41
chr2	172500000	174500000	41
chr2	182500000	184500000	41
chr2	195000000	197000000	41
chr2	197500000	199500000	41
chr2	205000000	207000000	41
chr2	225000000	227000000	41
chr2	231000000	233000000	41
chr2	237500000	239500000	41
chr3	22000000	24000000	41
chr3	25500000	27500000	41
chr3	77000000	79000000	41
chr3	79500000	81500000	41
chr3	87000000	89000000	41
chr3	116000000	118000000	41
chr3	125000000	127000000	41
chr3	149000000	151000000	41
chr3	152000000	154000000	41
chr3	173500000	175500000	41
chr3	195000000	197000000	41
chr4	4500000	6500000	41
chr4	53500000	55500000	41
chr4	102000000	104000000	41
chr4	130000000	132000000	41
chr5	2000000	4000000	41
chr5	142000000	144000000	41
chr5	162000000	164000000	41
chr5	162500000	164500000	41
chr5	166500000	168500000	41
chr6	49500000	51500000	41
chr6	85500000	87500000	41
chr6	134000000	136000000	41
chr6	151500000	153500000	41
chr7	37500000	39500000	41
chr7	41500000	43500000	41
chr7	102000000	104000000	41
chr7	105000000	107000000	41
chr7	154500000	156500000	41
chr8	114500000	116500000	41
chr8	116000000	118000000	41
chr8	127500000	129500000	41
chr8	136000000	138000000	41
chr9	13500000	15500000	41
chr9	19000000	21000000	41
chr9	32000000	34000000	41
chr9	32500000	34500000	41
chr9	40500000	42500000	41
chr9	117000000	119000000	41
chr9	120000000	122000000	41
chr9	136000000	138000000	41
chr10	2500000	4500000	41
chr10	89000000	91000000	41
chr10	95500000	97500000	41
chr10	97500000	99500000	41
chr10	124000000	126000000	41
chr11	43000000	45000000	41
chr11	72500000	74500000	41
chr11	78500000	80500000	41
chr12	0	2000000	41
chr12	21500000	23500000	41
chr12	24500000	26500000	41
chr12	65000000	67000000	41
chr12	98500000	100500000	41
chr12	100500000	102500000	41
chr12	116000000	118000000	41
chr13	45000000	47000000	41
chr13	52500000	54500000	41
chr13	54000000	56000000	41
chr13	54500000	56500000	41
chr13	83000000	85000000	41
chr13	86500000	88500000	41
chr13	91000000	93000000	41
chr13	105500000	107500000	41
chr14	28000000	30000000	41
chr14	31000000	33000000	41
chr14	52500000	54500000	41
chr14	69000000	71000000	41
chr14	103000000	105000000	41
chr15	59500000	61500000	41
chr16	28500000	30500000	41
chr16	29500000	31500000	41
chr16	59000000	61000000	41
chr16	71500000	73500000	41
chr17	20500000	22500000	41
chr17	34000000	36000000	41
chr17	49000000	51000000	41
chr17	57000000	59000000	41
chr17	72000000	74000000	41
chr18	10000000	12000000	41
chr18	39000000	41000000	41
chr18	58000000	60000000	41
chr18	69000000	71000000	41
chr18	76000000	78000000	41
chr19	50000000	52000000	41
chr20	31000000	33000000	41
chr20	32000000	34000000	41
chr20	45000000	47000000	41
chr21	33000000	35000000	41
chr21	35500000	37500000	41
chr22	35000000	37000000	41
chr22	35500000	37500000	41
chr22	45500000	47500000	41
chr22	49000000	50818468	41
chr1	6500000	8500000	40.75
chr1	25000000	27000000	40.75
chr1	38000000	40000000	40.75
chr1	54000000	56000000	40.75
chr1	151500000	153500000	40.75
chr1	152000000	154000000	40.75
chr1	166000000	168000000	40.75
chr1	215500000	217500000	40.75
chr1	244500000	246500000	40.75
chr2	21500000	23500000	40.75
chr2	75500000	77500000	40.75
chr2	85500000	87500000	40.75
chr2	122500000	124500000	40.75
chr2	132500000	134500000	40.75
chr2	147500000	149500000	40.75
chr2	154500000	156500000	40.75
chr2	155000000	157000000	40.75
chr2	158000000	160000000	40.75
chr2	211000000	213000000	40.75
chr3	7000000	9000000	40.75
chr3	16500000	18500000	40.75
chr3	24500000	26500000	40.75
chr3	26000000	28000000	40.75
chr3	72000000	74000000	40.75
chr3	89000000	91000000	40.75
chr3	122000000	124000000	40.75
chr3	142000000	144000000	40.75
chr3	161500000	163500000	40.75
chr3	174500000	176500000	40.75
chr3	175000000	177000000	40.75
chr3	194000000	196000000	40.75
chr4	9000000	11000000	40.75
chr4	61000000	63000000	40.75
chr4	108000000	110000000	40.75
chr4	134500000	136500000	40.75
chr4	139000000	141000000	40.75
chr4	164000000	166000000	40.75
chr4	165500000	167500000	40.75
chr5	27000000	29000000	40.75
chr5	33000000	35000000	40.75
chr5	67000000	69000000	40.75
chr5	116500000	118500000	40.75
chr5	124000000	126000000	40.75
chr5	130000000	132000000	40.75
chr5	157000000	159000000	40.75
chr5	157500000	159500000	40.75
chr6	4500000	6500000	40.75
chr6	13500000	15500000	40.75
chr6	44500000	46500000	40.75
chr6	49000000	51000000	40.75
chr6	90000000	92000000	40.75
chr6	100500000	102500000	40.75
chr6	156500000	158500000	40.75
chr6	159500000	161500000	40.75
chr7	20500000	22500000	40.75
chr7	122500000	124500000	40.75
chr7	125000000	127000000	40.75
chr8	119000000	121000000	40.75
chr8	138500000	140500000	40.75
chr9	18000000	20000000	40.75
chr9	26000000	28000000	40.75
chr9	80500000	82500000	40.75
chr9	111000000	113000000	40.75
chr9	115000000	117000000	40.75
chr10	30500000	32500000	40.75
chr10	76000000	78000000	40.75
chr10	76500000	78500000	40.75
chr10	105000000	107000000	40.75
chr10	129500000	131500000	40.75
chr10	130500000	132500000	40.75
chr11	1000000	3000000	40.75
chr11	6500000	8500000	40.75
chr11	20500000	22500000	40.75
chr12	51500000	53500000	40.75
chr12	65500000	67500000	40.75
chr12	74500000	76500000	40.75
chr12	77500000	79500000	40.75
chr12	131500000	133275309	40.75
chr13	37500000	39500000	40.75
chr13	47000000	49000000	40.75
chr13	61500000	63500000	40.75
chr13	74000000	76000000	40.75
chr13	89500000	91500000	40.75
chr13	103500000	105500000	40.75
chr14	30000000	32000000	40.75
chr14	44000000	46000000	40.75
chr14	73000000	75000000	40.75
chr14	94000000	96000000	40.75
chr14	100000000	102000000	40.75
chr15	38500000	40500000	40.75
chr15	60000000	62000000	40.75
chr15	64000000	66000000	40.75
chr15	80000000	82000000	40.75
chr15	91000000	93000000	40.75
chr15	98500000	100500000	40.75
chr16	54000000	56000000	40.75
chr16	58000000	60000000	40.75
chr16	64500000	66500000	40.75
chr17	1500000	3500000	40.75
chr17	38000000	40000000	40.75
chr17	46500000	48500000	40.75
chr17	67500000	69500000	40.75
chr18	500000	2500000	40.75
chr18	5500000	7500000	40.75
chr18	47000000	49000000	40.75
chr18	54500000	56500000	40.75
chr18	61500000	63500000	40.75
chr18	68000000	70000000	40.75
chr18	76500000	78500000	40.75
chr18	77500000	79500000	40.75
chr20	31500000	33500000	40.75
chr20	37500000	39500000	40.75
chr20	55000000	57000000	40.75
chr21	16500000	18500000	40.75
chr21	36500000	38500000	40.75
chrX	26500000	28500000	40.75
chr1	2000000	4000000	40.5
chr1	38500000	40500000	40.5
chr1	104000000	106000000	40.5
chr1	111500000	113500000	40.5
chr1	118000000	120000000	40.5
chr1	158500000	160500000	40.5
chr1	168000000	170000000	40.5
chr1	180500000	182500000	40.5
chr1	218000000	220000000	40.5
chr1	232000000	234000000	40.5
chr1	239500000	241500000	40.5
chr1	242000000	244000000	40.5
chr2	15500000	17500000	40.5
chr2	23500000	25500000	40.5
chr2	113000000	115000000	40.5
chr2	169500000	171500000	40.5
chr2	179000000	181000000	40.5
chr2	223000000	225000000	40.5
chr2	226000000	228000000	40.5
chr2	238500000	240500000	40.5
chr3	4500000	6500000	40.5
chr3	28000000	30000000	40.5
chr3	39000000	41000000	40.5
chr3	115500000	117500000	40.5
chr3	120000000	122000000	40.5
chr3	126500000	128500000	40.5
chr3	184000000	186000000	40.5
chr3	185500000	187500000	40.5
chr4	2000000	4000000	40.5
chr4	87000000	89000000	40.5
chr4	116000000	118000000	40.5
chr4	117500000	119500000	40.5
chr4	135000000	137000000	40.5
chr4	136000000	138000000	40.5
chr4	157500000	159500000	40.5
chr4	163000000	165000000	40.5
chr5	19500000	21500000	40.5
chr5	38500000	40500000	40.5
chr5	43000000	45000000	40.5
chr5	64000000	66000000	40.5
chr5	78500000	80500000	40.5
chr5	79000000	81000000	40.5
chr5	85500000	87500000	40.5
chr5	106500000	108500000	40.5
chr5	133500000	135500000	40.5
chr5	166000000	168000000	40.5
chr6	4000000	6000000	40.5
chr6	13000000	15000000	40.5
chr6	21000000	23000000	40.5
chr6	62500000	64500000	40.5
chr6	64500000	66500000	40.5
chr6	97500000	99500000	40.5
chr6	138000000	140000000	40.5
chr6	148000000	150000000	40.5
chr6	160500000	162500000	40.5
chr7	13000000	15000000	40.5
chr7	83000000	85000000	40.5
chr7	94500000	96500000	40.5
chr7	124500000	126500000	40.5
chr8	62000000	64000000	40.5
chr8	74000000	76000000	40.5
chr8	93500000	95500000	40.5
chr9	97500000	99500000	40.5
chr9	119500000	121500000	40.5
chr10	6000000	8000000	40.5
chr10	24000000	26000000	40.5
chr10	98000000	100000000	40.5
chr10	100500000	102500000	40.5
chr10	102000000	104000000	40.5
chr10	128500000	130500000	40.5
chr11	40500000	42500000	40.5
chr11	49000000	51000000	40.5
chr11	93000000	95000000	40.5
chr11	119000000	121000000	40.5
chr12	7500000	9500000	40.5
chr12	61000000	63000000	40.5
chr12	119500000	121500000	40.5
chr13	40000000	42000000	40.5
chr13	45500000	47500000	40.5
chr13	82000000	84000000	40.5
chr13	99500000	101500000	40.5
chr14	55500000	57500000	40.5
chr14	82500000	84500000	40.5
chr14	97500000	99500000	40.5
chr15	50500000	52500000	40.5
chr15	53000000	55000000	40.5
chr15	79500000	81500000	40.5
chr15	100000000	101991189	40.5
chr16	3000000	5000000	40.5
chr16	9000000	11000000	40.5
chr16	9500000	11500000	40.5
chr16	54500000	56500000	40.5
chr16	73000000	75000000	40.5
chr16	73500000	75500000	40.5
chr17	21000000	23000000	40.5
chr18	4500000	6500000	40.5
